Timestamp,temp,visibility,dew_point,feels_like,pressure,wind_speed,clouds,rain,snow
2024-05-26 19:00:00,283.01,10000,282.4,279.58,1019.0,8.23,100,0.0,0.0
2024-05-26 20:00:00,283.85,10000,283.08,283.46,1019.0,7.72,100,0.0,0.0
2024-05-26 21:00:00,284.24,10000,283.31,283.86,1020.0,10.29,100,0.0,0.0
2024-05-26 22:00:00,284.52,10000,283.43,284.14,1020.0,10.29,100,0.0,0.0
2024-05-26 23:00:00,284.48,10000,283.39,284.1,1020.0,9.26,100,0.0,0.0
2024-05-27 00:00:00,284.74,10000,283.65,284.38,1020.0,7.72,100,0.0,0.0
2024-05-27 01:00:00,284.54,10000,283.61,284.19,1020.0,6.69,100,0.0,0.0
2024-05-27 02:00:00,284.5,10000,283.57,284.15,1020.0,7.72,75,0.0,0.0
2024-05-27 03:00:00,284.49,10000,283.56,284.13,1020.0,8.75,100,0.0,0.0
2024-05-27 04:00:00,284.57,10000,283.48,284.2,1020.0,6.69,100,0.0,0.0
2024-05-27 05:00:00,284.58,10000,283.49,284.21,1020.0,6.69,100,0.0,0.0
2024-05-27 06:00:00,284.34,10000,283.25,283.94,1020.0,5.66,100,0.0,0.0
2024-05-27 07:00:00,284.26,10000,283.01,283.83,1020.0,5.66,100,0.0,0.0
2024-05-27 08:00:00,284.13,10000,283.04,283.71,1020.0,4.63,100,0.0,0.0
2024-05-27 09:00:00,284.12,10000,283.03,283.7,1020.0,6.17,100,0.0,0.0
2024-05-27 10:00:00,284.0,10000,282.91,283.57,1020.0,5.14,75,0.0,0.0
2024-05-27 11:00:00,283.97,10000,282.88,283.54,1020.0,7.2,100,0.0,0.0
2024-05-27 12:00:00,284.0,10000,282.91,283.57,1020.0,5.66,100,0.0,0.0
2024-05-27 13:00:00,284.1,10000,282.85,283.65,1020.0,6.17,100,0.0,0.0
2024-05-27 14:00:00,284.58,10000,283.0,284.13,1020.0,5.66,100,0.0,0.0
2024-05-27 15:00:00,285.04,10000,283.12,284.58,1020.0,5.66,100,0.0,0.0
2024-05-27 16:00:00,285.05,10000,283.3,284.62,1020.0,5.66,100,0.0,0.0
2024-05-27 17:00:00,284.97,10000,283.05,284.51,1021.0,6.17,100,0.0,0.0
2024-05-27 18:00:00,285.85,10000,283.74,285.45,1021.0,4.63,100,0.0,0.0
2024-05-27 19:00:00,286.32,10000,283.5,285.86,1021.0,3.09,100,0.0,0.0
2024-05-27 20:00:00,287.34,10000,283.75,286.88,1021.0,3.09,40,0.0,0.0
2024-05-27 21:00:00,287.77,10000,283.79,287.3,1021.0,2.68,75,0.0,0.0
2024-05-27 22:00:00,288.33,10000,283.73,287.84,1021.0,4.63,100,0.0,0.0
2024-05-27 23:00:00,288.93,10000,283.48,288.39,1021.0,4.12,100,0.0,0.0
2024-05-28 00:00:00,289.33,10000,283.64,288.81,1021.0,4.12,100,0.0,0.0
2024-05-28 01:00:00,288.85,10000,283.19,288.28,1020.0,4.12,100,0.0,0.0
2024-05-28 02:00:00,288.16,10000,283.97,287.7,1020.0,2.68,100,0.0,0.0
2024-05-28 03:00:00,287.35,10000,284.14,286.94,1019.0,3.6,100,0.0,0.0
2024-05-28 04:00:00,286.25,10000,283.79,285.83,1019.0,2.57,100,0.0,0.0
2024-05-28 05:00:00,285.22,10000,283.3,284.78,1019.0,1.03,100,0.0,0.0
2024-05-28 06:00:00,284.99,10000,283.07,284.53,1018.0,1.54,100,0.0,0.0
2024-05-28 07:00:00,284.9,10000,282.98,284.43,1018.0,1.03,100,0.0,0.0
2024-05-28 08:00:00,284.85,10000,282.93,284.37,1018.0,2.06,100,0.0,0.0
2024-05-28 09:00:00,284.71,10000,282.79,284.22,1017.0,2.57,100,0.0,0.0
2024-05-28 10:00:00,284.7,10000,282.78,284.21,1017.0,2.57,100,0.0,0.0
2024-05-28 11:00:00,284.55,10000,282.64,284.04,1017.0,2.57,100,0.0,0.0
2024-05-28 12:00:00,284.54,10000,283.29,284.14,1017.0,1.54,100,0.0,0.0
2024-05-28 13:00:00,284.1,9656,283.17,283.71,1017.0,1.03,100,0.65,0.0
2024-05-28 14:00:00,284.02,4828,283.56,283.7,1017.0,1.54,100,1.78,0.0
2024-05-28 15:00:00,283.94,9656,283.48,283.61,1017.0,4.12,100,1.15,0.0
2024-05-28 16:00:00,284.5,9656,284.04,284.22,1017.0,5.14,100,1.33,0.0
2024-05-28 17:00:00,284.54,10000,283.93,284.24,1017.0,5.66,100,0.56,0.0
2024-05-28 18:00:00,284.58,10000,283.81,284.26,1017.0,6.69,100,0.13,0.0
2024-05-28 19:00:00,284.92,10000,283.99,284.61,1018.0,6.17,100,0.24,0.0
2024-05-28 20:00:00,285.0,10000,284.07,284.7,1018.0,5.66,100,0.0,0.0
2024-05-28 21:00:00,285.32,10000,284.22,285.02,1018.0,6.17,100,0.0,0.0
2024-05-28 22:00:00,286.2,10000,284.09,285.83,1018.0,5.14,100,0.0,0.0
2024-05-28 23:00:00,287.57,10000,283.2,287.03,1018.0,6.69,75,0.0,0.0
2024-05-29 00:00:00,288.24,10000,281.49,287.48,1018.0,5.14,75,0.0,0.0
2024-05-29 01:00:00,287.52,10000,280.81,286.68,1018.0,6.17,75,0.0,0.0
2024-05-29 02:00:00,286.89,10000,281.1,286.1,1019.0,7.72,20,0.0,0.0
2024-05-29 03:00:00,286.14,10000,280.59,285.3,1019.0,7.72,75,0.0,0.0
2024-05-29 04:00:00,284.94,10000,280.06,284.05,1020.0,7.2,20,0.0,0.0
2024-05-29 05:00:00,284.62,10000,279.35,283.65,1021.0,7.2,75,0.0,0.0
2024-05-29 06:00:00,283.41,10000,279.18,282.45,1021.0,6.17,20,0.0,0.0
2024-05-29 07:00:00,282.91,10000,279.63,280.2,1021.0,5.66,20,0.0,0.0
2024-05-29 08:00:00,282.11,10000,279.56,279.59,1022.0,4.63,20,0.0,0.0
2024-05-29 09:00:00,281.63,10000,279.26,279.78,1022.0,3.09,20,0.0,0.0
2024-05-29 10:00:00,280.71,10000,278.85,280.71,1022.0,1.03,20,0.0,0.0
2024-05-29 11:00:00,280.55,10000,279.18,279.79,1022.0,1.54,75,0.0,0.0
2024-05-29 12:00:00,280.52,10000,279.46,278.44,1023.0,3.09,100,0.0,0.0
2024-05-29 13:00:00,281.1,10000,279.88,279.49,1023.0,2.57,100,0.0,0.0
2024-05-29 14:00:00,281.62,10000,280.4,279.77,1023.0,3.09,100,0.0,0.0
2024-05-29 15:00:00,281.97,10000,281.06,280.53,1024.0,2.57,100,0.0,0.0
2024-05-29 16:00:00,282.5,10000,281.43,280.55,1024.0,3.6,75,0.0,0.0
2024-05-29 17:00:00,283.66,10000,281.76,283.06,1024.0,3.6,75,0.0,0.0
2024-05-29 18:00:00,284.87,10000,281.17,284.13,1024.0,2.57,40,0.0,0.0
2024-05-29 19:00:00,285.51,10000,280.41,284.66,1024.0,3.09,20,0.0,0.0
2024-05-29 20:00:00,286.45,10000,280.02,285.53,1025.0,5.81,20,0.0,0.0
2024-05-29 21:00:00,286.93,10000,280.02,286.01,1025.0,6.26,20,0.0,0.0
2024-05-29 22:00:00,287.48,10000,280.3,286.59,1025.0,5.36,20,0.0,0.0
2024-05-29 23:00:00,287.51,10000,280.57,286.65,1025.0,5.81,20,0.0,0.0
2024-05-30 00:00:00,287.43,10000,280.49,286.56,1025.0,5.66,20,0.0,0.0
2024-05-30 01:00:00,287.12,10000,280.43,286.24,1025.0,5.81,20,0.0,0.0
2024-05-30 02:00:00,286.75,10000,280.53,285.89,1026.0,4.63,20,0.0,0.0
2024-05-30 03:00:00,286.08,10000,280.75,285.26,1026.0,3.09,75,0.0,0.0
2024-05-30 04:00:00,285.24,10000,280.95,284.46,1026.0,3.6,75,0.0,0.0
2024-05-30 05:00:00,284.49,10000,281.17,283.77,1027.0,4.12,75,0.0,0.0
2024-05-30 06:00:00,283.87,10000,281.1,283.16,1027.0,3.6,75,0.0,0.0
2024-05-30 07:00:00,283.3,10000,281.07,282.62,1027.0,4.12,40,0.0,0.0
2024-05-30 08:00:00,282.6,10000,280.88,280.95,1027.0,3.09,20,0.0,0.0
2024-05-30 09:00:00,282.98,10000,281.09,280.89,1027.0,4.12,40,0.0,0.0
2024-05-30 10:00:00,282.88,10000,280.99,280.77,1028.0,4.12,75,0.0,0.0
2024-05-30 11:00:00,282.43,10000,280.71,279.99,1028.0,4.63,75,0.0,0.0
2024-05-30 12:00:00,282.36,10000,280.64,279.51,1028.0,5.66,75,0.0,0.0
2024-05-30 13:00:00,281.69,10000,280.62,280.59,1028.0,2.06,75,0.0,0.0
2024-05-30 14:00:00,282.52,10000,281.13,279.08,1029.0,7.72,75,0.0,0.0
2024-05-30 15:00:00,283.76,10000,281.69,283.15,1029.0,4.63,75,0.0,0.0
